patient_id,transaction_id,product_list
97,1231,"['Tinctures', 'Jar']"
301,1232,['Flower']
228,1233,['Edibles']
467,1234,['Edibles']
518,1235,"['Jar', 'Edibles', 'Flower']"
980,1236,"['Vape', 'Live Resin']"
929,1237,['Tinctures']
536,1238,['Topicals']
269,1239,"['Edibles', 'Jar', 'Tinctures', 'Edibles']"
283,1240,"['Live Resin', 'Pre-Rolls', 'Edibles', 'Pre-Rolls']"
218,1241,"['Flower', 'Pre-Rolls', 'Flower', 'Jar']"
469,1242,"['Jar', 'Vape', 'Jar']"
53,1243,"['Vape', 'Flower', 'Flower', 'Live Resin']"
406,1244,"['Live Resin', 'Vape']"
746,1245,['Edibles']
385,1246,"['Live Resin', 'Vape', 'Tinctures']"
85,1247,"['Tinctures', 'Pre-Rolls', 'Jar', 'Topicals']"
556,1248,['Live Resin']
771,1249,"['Flower', 'Tinctures']"
463,1250,['Jar']
864,1251,"['Pre-Rolls', 'Edibles', 'Topicals', 'Pre-Rolls']"
668,1252,"['Tinctures', 'Jar', 'Live Resin']"
987,1253,['Topicals']
877,1254,"['Live Resin', 'Topicals', 'Flower', 'Jar']"
360,1255,"['Jar', 'Live Resin', 'Pre-Rolls', 'Edibles']"
900,1256,"['Live Resin', 'Edibles', 'Edibles']"
426,1257,"['Topicals', 'Pre-Rolls', 'Jar', 'Flower']"
263,1258,"['Pre-Rolls', 'Jar', 'Tinctures']"
918,1259,"['Tinctures', 'Edibles', 'Flower']"
425,1260,"['Tinctures', 'Vape', 'Flower', 'Flower']"
870,1261,"['Pre-Rolls', 'Pre-Rolls']"
479,1262,"['Pre-Rolls', 'Tinctures', 'Tinctures', 'Live Resin']"
135,1263,"['Live Resin', 'Tinctures', 'Flower', 'Tinctures']"
696,1264,['Jar']
898,1265,"['Live Resin', 'Edibles', 'Vape', 'Jar']"
398,1266,['Pre-Rolls']
774,1267,"['Live Resin', 'Vape', 'Flower']"
240,1268,['Vape']
414,1269,"['Flower', 'Vape', 'Pre-Rolls']"
567,1270,"['Pre-Rolls', 'Pre-Rolls', 'Flower']"
947,1271,['Pre-Rolls']
829,1272,"['Flower', 'Flower', 'Tinctures']"
923,1273,"['Jar', 'Live Resin', 'Tinctures', 'Live Resin']"
988,1274,"['Topicals', 'Jar']"
801,1275,['Jar']
69,1276,"['Flower', 'Tinctures']"
377,1277,"['Tinctures', 'Tinctures', 'Flower']"
675,1278,['Flower']
305,1279,['Topicals']
904,1280,"['Pre-Rolls', 'Vape']"
711,1281,"['Tinctures', 'Flower', 'Live Resin']"
90,1282,"['Edibles', 'Live Resin', 'Jar']"
532,1283,"['Topicals', 'Jar', 'Jar']"
382,1284,"['Live Resin', 'Tinctures']"
837,1285,"['Edibles', 'Jar', 'Vape']"
530,1286,"['Pre-Rolls', 'Vape']"
765,1287,"['Pre-Rolls', 'Jar', 'Flower', 'Flower']"
624,1288,"['Vape', 'Tinctures']"
585,1289,['Vape']
35,1290,"['Topicals', 'Flower']"
961,1291,"['Jar', 'Live Resin', 'Live Resin']"
62,1292,['Vape']
153,1293,"['Edibles', 'Pre-Rolls', 'Flower']"
464,1294,"['Edibles', 'Vape', 'Flower']"
487,1295,"['Edibles', 'Jar', 'Jar']"
947,1296,"['Flower', 'Edibles', 'Vape', 'Tinctures']"
713,1297,"['Live Resin', 'Topicals']"
171,1298,"['Live Resin', 'Flower', 'Jar']"
591,1299,"['Jar', 'Edibles']"
864,1300,"['Vape', 'Live Resin', 'Jar']"
113,1301,"['Topicals', 'Topicals', 'Topicals']"
12,1302,"['Flower', 'Vape']"
796,1303,"['Topicals', 'Vape']"
530,1304,"['Jar', 'Tinctures', 'Edibles']"
316,1305,"['Live Resin', 'Tinctures']"
343,1306,"['Edibles', 'Topicals', 'Pre-Rolls', 'Flower']"
42,1307,"['Edibles', 'Edibles']"
715,1308,['Vape']
466,1309,"['Jar', 'Edibles', 'Topicals', 'Edibles']"
666,1310,"['Jar', 'Flower']"
862,1311,"['Edibles', 'Flower', 'Topicals', 'Live Resin']"
858,1312,['Edibles']
576,1313,['Vape']
395,1314,"['Jar', 'Vape', 'Topicals']"
21,1315,"['Jar', 'Tinctures', 'Topicals', 'Edibles']"
298,1316,['Tinctures']
242,1317,"['Edibles', 'Topicals', 'Edibles']"
373,1318,"['Edibles', 'Edibles']"
422,1319,['Edibles']
771,1320,"['Flower', 'Pre-Rolls', 'Edibles']"
904,1321,"['Vape', 'Pre-Rolls']"
439,1322,['Live Resin']
35,1323,['Topicals']
346,1324,"['Live Resin', 'Flower', 'Pre-Rolls']"
922,1325,"['Flower', 'Topicals', 'Flower', 'Jar']"
38,1326,"['Edibles', 'Topicals', 'Live Resin', 'Tinctures']"
234,1327,['Flower']
723,1328,"['Edibles', 'Topicals']"
254,1329,"['Jar', 'Topicals', 'Pre-Rolls']"
455,1330,"['Vape', 'Vape', 'Live Resin', 'Pre-Rolls']"
274,1331,"['Topicals', 'Flower', 'Live Resin', 'Topicals']"
937,1332,['Tinctures']
436,1333,"['Live Resin', 'Topicals']"
607,1334,"['Live Resin', 'Flower', 'Tinctures']"
522,1335,"['Edibles', 'Tinctures']"
252,1336,"['Topicals', 'Edibles', 'Vape', 'Jar']"
217,1337,"['Edibles', 'Flower', 'Jar']"
28,1338,['Tinctures']
406,1339,"['Jar', 'Live Resin']"
495,1340,"['Tinctures', 'Edibles', 'Flower']"
661,1341,"['Live Resin', 'Jar', 'Tinctures']"
451,1342,['Flower']
682,1343,['Flower']
217,1344,"['Pre-Rolls', 'Topicals', 'Jar', 'Edibles']"
23,1345,"['Pre-Rolls', 'Tinctures']"
838,1346,"['Flower', 'Jar', 'Topicals', 'Flower']"
415,1347,['Topicals']
483,1348,"['Topicals', 'Jar', 'Live Resin', 'Topicals']"
718,1349,"['Topicals', 'Topicals', 'Edibles', 'Live Resin']"
811,1350,['Tinctures']
909,1351,"['Edibles', 'Flower', 'Flower', 'Live Resin']"
927,1352,"['Flower', 'Edibles', 'Live Resin', 'Live Resin']"
124,1353,"['Live Resin', 'Pre-Rolls']"
562,1354,"['Tinctures', 'Tinctures', 'Flower']"
956,1355,"['Edibles', 'Edibles', 'Edibles', 'Live Resin']"
139,1356,['Jar']
188,1357,['Flower']
753,1358,"['Flower', 'Vape', 'Edibles']"
188,1359,"['Topicals', 'Topicals', 'Edibles']"
431,1360,"['Pre-Rolls', 'Jar', 'Live Resin']"
421,1361,"['Tinctures', 'Tinctures', 'Tinctures']"
910,1362,"['Jar', 'Pre-Rolls', 'Pre-Rolls']"
879,1363,"['Tinctures', 'Edibles']"
487,1364,"['Flower', 'Tinctures', 'Tinctures', 'Pre-Rolls']"
934,1365,"['Flower', 'Flower']"
589,1366,"['Vape', 'Jar', 'Jar']"
658,1367,"['Tinctures', 'Jar', 'Edibles']"
288,1368,"['Live Resin', 'Tinctures', 'Edibles', 'Live Resin']"
795,1369,"['Topicals', 'Jar']"
84,1370,"['Topicals', 'Live Resin']"
630,1371,"['Tinctures', 'Pre-Rolls']"
17,1372,"['Pre-Rolls', 'Tinctures', 'Vape', 'Live Resin']"
790,1373,"['Live Resin', 'Edibles', 'Topicals', 'Edibles']"
525,1374,"['Topicals', 'Tinctures']"
463,1375,['Live Resin']
521,1376,"['Live Resin', 'Flower', 'Jar', 'Flower']"
663,1377,"['Pre-Rolls', 'Edibles', 'Live Resin']"
520,1378,"['Pre-Rolls', 'Live Resin']"
442,1379,"['Edibles', 'Edibles']"
337,1380,"['Vape', 'Pre-Rolls', 'Flower', 'Jar']"
224,1381,"['Pre-Rolls', 'Topicals']"
515,1382,"['Topicals', 'Jar', 'Tinctures', 'Live Resin']"
779,1383,['Edibles']
338,1384,"['Pre-Rolls', 'Pre-Rolls', 'Live Resin']"
693,1385,['Tinctures']
613,1386,"['Topicals', 'Vape']"
828,1387,"['Edibles', 'Jar', 'Jar', 'Vape']"
847,1388,"['Pre-Rolls', 'Vape', 'Flower']"
48,1389,"['Flower', 'Vape', 'Jar']"
397,1390,['Flower']
483,1391,['Edibles']
770,1392,['Flower']
211,1393,['Pre-Rolls']
587,1394,"['Edibles', 'Jar', 'Edibles', 'Live Resin']"
425,1395,"['Topicals', 'Topicals']"
210,1396,['Vape']
312,1397,['Tinctures']
697,1398,['Flower']
833,1399,"['Tinctures', 'Topicals']"
174,1400,"['Flower', 'Jar', 'Live Resin', 'Vape']"
714,1401,"['Tinctures', 'Edibles']"
528,1402,['Topicals']
711,1403,"['Edibles', 'Live Resin', 'Live Resin']"
633,1404,"['Jar', 'Pre-Rolls']"
890,1405,"['Jar', 'Edibles', 'Vape']"
869,1406,"['Edibles', 'Vape']"
516,1407,"['Flower', 'Jar']"
775,1408,"['Edibles', 'Jar']"
494,1409,"['Edibles', 'Live Resin', 'Jar']"
410,1410,['Tinctures']
25,1411,['Vape']
760,1412,"['Jar', 'Topicals']"
865,1413,['Jar']
323,1414,"['Jar', 'Tinctures']"
818,1415,"['Edibles', 'Jar', 'Live Resin']"
653,1416,"['Topicals', 'Flower', 'Tinctures', 'Vape']"
331,1417,"['Edibles', 'Tinctures']"
869,1418,"['Pre-Rolls', 'Vape']"
23,1419,"['Jar', 'Live Resin']"
865,1420,['Vape']
687,1421,"['Tinctures', 'Live Resin', 'Topicals', 'Pre-Rolls']"
653,1422,"['Vape', 'Pre-Rolls']"
310,1423,"['Jar', 'Topicals']"
585,1424,"['Topicals', 'Topicals', 'Tinctures']"
142,1425,"['Jar', 'Edibles', 'Edibles', 'Edibles']"
143,1426,"['Tinctures', 'Tinctures', 'Flower']"
849,1427,"['Topicals', 'Flower', 'Flower', 'Pre-Rolls']"
121,1428,"['Live Resin', 'Edibles', 'Pre-Rolls', 'Pre-Rolls']"
712,1429,"['Flower', 'Jar', 'Vape']"
467,1430,"['Live Resin', 'Flower', 'Vape', 'Pre-Rolls']"
61,1431,['Vape']
269,1432,['Topicals']
664,1433,"['Tinctures', 'Live Resin', 'Vape', 'Edibles']"
878,1434,"['Vape', 'Jar', 'Jar', 'Flower']"
575,1435,"['Vape', 'Tinctures']"
433,1436,"['Topicals', 'Edibles', 'Flower']"
784,1437,"['Pre-Rolls', 'Pre-Rolls']"
717,1438,"['Live Resin', 'Tinctures', 'Live Resin', 'Tinctures']"
784,1439,"['Live Resin', 'Pre-Rolls', 'Pre-Rolls']"
80,1440,['Vape']
559,1441,"['Live Resin', 'Topicals', 'Edibles']"
886,1442,['Edibles']
412,1443,"['Tinctures', 'Jar', 'Live Resin', 'Flower']"
700,1444,"['Jar', 'Vape']"
741,1445,"['Jar', 'Live Resin', 'Jar']"
454,1446,['Edibles']
31,1447,"['Pre-Rolls', 'Topicals']"
417,1448,"['Tinctures', 'Tinctures']"
401,1449,['Flower']
211,1450,['Pre-Rolls']
192,1451,"['Tinctures', 'Flower', 'Vape', 'Vape']"
860,1452,"['Vape', 'Live Resin', 'Tinctures']"
63,1453,"['Edibles', 'Flower']"
781,1454,"['Tinctures', 'Edibles', 'Vape', 'Live Resin']"
72,1455,"['Jar', 'Pre-Rolls']"
412,1456,"['Pre-Rolls', 'Vape', 'Vape']"
782,1457,['Live Resin']
167,1458,"['Flower', 'Edibles']"
592,1459,"['Flower', 'Topicals', 'Vape', 'Live Resin']"
954,1460,"['Edibles', 'Jar', 'Vape']"
986,1461,"['Jar', 'Tinctures', 'Jar', 'Pre-Rolls']"
693,1462,['Vape']
918,1463,"['Pre-Rolls', 'Pre-Rolls', 'Edibles']"
901,1464,['Flower']
16,1465,"['Edibles', 'Flower', 'Edibles']"
486,1466,"['Topicals', 'Vape', 'Vape']"
197,1467,"['Vape', 'Tinctures', 'Flower', 'Flower']"
967,1468,"['Jar', 'Flower']"
830,1469,"['Vape', 'Vape', 'Tinctures', 'Pre-Rolls']"
595,1470,['Vape']
596,1471,"['Flower', 'Tinctures']"
182,1472,"['Vape', 'Topicals', 'Tinctures']"
786,1473,"['Pre-Rolls', 'Tinctures', 'Edibles', 'Jar']"
858,1474,"['Flower', 'Edibles']"
522,1475,"['Jar', 'Tinctures', 'Edibles', 'Jar']"
860,1476,"['Jar', 'Live Resin', 'Topicals', 'Flower']"
631,1477,"['Tinctures', 'Flower']"
83,1478,"['Pre-Rolls', 'Topicals', 'Topicals']"
690,1479,['Flower']
581,1480,"['Edibles', 'Jar', 'Jar', 'Topicals']"
836,1481,"['Flower', 'Flower', 'Topicals', 'Topicals']"
550,1482,"['Flower', 'Edibles', 'Pre-Rolls']"
953,1483,['Live Resin']
164,1484,"['Topicals', 'Vape', 'Jar', 'Vape']"
503,1485,['Vape']
123,1486,"['Edibles', 'Edibles', 'Pre-Rolls']"
576,1487,['Pre-Rolls']
158,1488,['Jar']
429,1489,"['Edibles', 'Tinctures', 'Edibles', 'Pre-Rolls']"
720,1490,"['Pre-Rolls', 'Pre-Rolls']"
331,1491,"['Tinctures', 'Vape']"
989,1492,"['Flower', 'Pre-Rolls']"
905,1493,"['Live Resin', 'Live Resin']"
788,1494,"['Tinctures', 'Pre-Rolls', 'Topicals']"
209,1495,['Topicals']
792,1496,"['Jar', 'Vape', 'Pre-Rolls', 'Tinctures']"
824,1497,"['Flower', 'Edibles', 'Edibles']"
239,1498,['Pre-Rolls']
475,1499,"['Pre-Rolls', 'Pre-Rolls']"
93,1500,"['Vape', 'Live Resin', 'Live Resin', 'Vape']"
469,1501,"['Flower', 'Tinctures', 'Edibles', 'Live Resin']"
756,1502,"['Flower', 'Tinctures', 'Flower']"
937,1503,"['Pre-Rolls', 'Flower', 'Live Resin']"
945,1504,['Jar']
7,1505,['Topicals']
547,1506,"['Vape', 'Tinctures']"
434,1507,"['Pre-Rolls', 'Topicals', 'Pre-Rolls']"
843,1508,"['Flower', 'Pre-Rolls']"
851,1509,"['Jar', 'Live Resin', 'Pre-Rolls']"
316,1510,"['Live Resin', 'Edibles', 'Edibles', 'Tinctures']"
626,1511,"['Tinctures', 'Flower', 'Topicals', 'Pre-Rolls']"
269,1512,"['Jar', 'Vape', 'Live Resin', 'Topicals']"
176,1513,"['Edibles', 'Edibles', 'Jar']"
415,1514,['Pre-Rolls']
602,1515,"['Flower', 'Edibles', 'Pre-Rolls', 'Vape']"
299,1516,"['Edibles', 'Tinctures']"
162,1517,"['Jar', 'Jar']"
31,1518,['Flower']
212,1519,"['Topicals', 'Live Resin']"
736,1520,"['Edibles', 'Vape', 'Tinctures', 'Flower']"
713,1521,"['Topicals', 'Jar', 'Edibles', 'Edibles']"
606,1522,"['Live Resin', 'Vape']"
549,1523,"['Edibles', 'Pre-Rolls', 'Jar', 'Flower']"
704,1524,"['Tinctures', 'Live Resin']"
977,1525,"['Vape', 'Pre-Rolls', 'Jar']"
681,1526,['Topicals']
241,1527,"['Live Resin', 'Jar']"
996,1528,"['Flower', 'Flower']"
906,1529,['Live Resin']
90,1530,"['Live Resin', 'Topicals']"
691,1531,"['Topicals', 'Pre-Rolls', 'Live Resin']"
790,1532,"['Topicals', 'Topicals', 'Edibles']"
244,1533,['Live Resin']
981,1534,"['Vape', 'Jar', 'Vape', 'Jar']"
335,1535,"['Topicals', 'Tinctures', 'Topicals']"
310,1536,"['Pre-Rolls', 'Edibles', 'Jar', 'Flower']"
704,1537,"['Tinctures', 'Pre-Rolls', 'Tinctures']"
656,1538,"['Flower', 'Live Resin', 'Jar']"
616,1539,"['Pre-Rolls', 'Live Resin', 'Tinctures']"
709,1540,"['Pre-Rolls', 'Jar', 'Edibles', 'Jar']"
20,1541,"['Topicals', 'Tinctures', 'Topicals', 'Flower']"
116,1542,"['Tinctures', 'Flower', 'Live Resin', 'Edibles']"
290,1543,"['Live Resin', 'Jar', 'Edibles', 'Tinctures']"
368,1544,"['Flower', 'Flower', 'Live Resin']"
794,1545,"['Jar', 'Vape']"
580,1546,"['Tinctures', 'Tinctures']"
626,1547,"['Topicals', 'Flower', 'Tinctures']"
429,1548,"['Jar', 'Pre-Rolls']"
461,1549,"['Pre-Rolls', 'Flower']"
28,1550,"['Tinctures', 'Edibles']"
390,1551,"['Jar', 'Pre-Rolls']"
614,1552,"['Vape', 'Live Resin']"
184,1553,"['Pre-Rolls', 'Pre-Rolls']"
66,1554,['Topicals']
632,1555,"['Vape', 'Topicals', 'Flower', 'Tinctures']"
349,1556,"['Vape', 'Tinctures']"
840,1557,"['Live Resin', 'Live Resin', 'Edibles']"
552,1558,"['Jar', 'Pre-Rolls', 'Flower']"
450,1559,"['Pre-Rolls', 'Pre-Rolls']"
195,1560,"['Pre-Rolls', 'Live Resin', 'Flower']"
3,1561,"['Flower', 'Flower']"
377,1562,"['Edibles', 'Live Resin', 'Topicals', 'Edibles']"
265,1563,"['Jar', 'Topicals']"
622,1564,"['Pre-Rolls', 'Topicals', 'Live Resin']"
544,1565,"['Edibles', 'Vape', 'Edibles', 'Tinctures']"
167,1566,['Vape']
982,1567,"['Flower', 'Jar', 'Pre-Rolls', 'Flower']"
279,1568,"['Jar', 'Edibles', 'Vape', 'Vape']"
238,1569,"['Tinctures', 'Flower']"
575,1570,"['Jar', 'Topicals', 'Topicals']"
935,1571,"['Pre-Rolls', 'Tinctures', 'Flower', 'Topicals']"
525,1572,"['Pre-Rolls', 'Pre-Rolls', 'Pre-Rolls']"
761,1573,"['Flower', 'Vape', 'Jar']"
795,1574,"['Pre-Rolls', 'Jar']"
285,1575,['Live Resin']
675,1576,"['Live Resin', 'Topicals', 'Tinctures', 'Tinctures']"
806,1577,"['Live Resin', 'Jar']"
252,1578,"['Flower', 'Topicals']"
832,1579,"['Flower', 'Flower', 'Vape', 'Tinctures']"
56,1580,"['Jar', 'Vape', 'Jar', 'Flower']"
715,1581,"['Vape', 'Vape']"
151,1582,['Live Resin']
802,1583,"['Pre-Rolls', 'Flower', 'Jar']"
893,1584,['Live Resin']
711,1585,['Jar']
695,1586,"['Flower', 'Edibles', 'Pre-Rolls', 'Edibles']"
842,1587,"['Flower', 'Flower']"
759,1588,"['Tinctures', 'Topicals']"
78,1589,"['Flower', 'Live Resin', 'Jar']"
478,1590,"['Vape', 'Edibles', 'Jar', 'Vape']"
743,1591,['Tinctures']
552,1592,"['Tinctures', 'Edibles']"
115,1593,"['Jar', 'Vape']"
425,1594,['Flower']
483,1595,"['Tinctures', 'Flower', 'Live Resin']"
515,1596,['Vape']
881,1597,"['Jar', 'Flower']"
950,1598,['Vape']
6,1599,"['Tinctures', 'Live Resin']"
396,1600,"['Topicals', 'Vape', 'Live Resin', 'Flower']"
650,1601,"['Topicals', 'Pre-Rolls', 'Live Resin']"
386,1602,"['Vape', 'Vape', 'Flower', 'Jar']"
977,1603,"['Vape', 'Vape']"
657,1604,['Edibles']
278,1605,"['Jar', 'Flower']"
680,1606,"['Topicals', 'Jar', 'Jar']"
228,1607,"['Pre-Rolls', 'Vape', 'Topicals']"
695,1608,"['Jar', 'Flower', 'Jar', 'Flower']"
117,1609,"['Topicals', 'Live Resin', 'Vape', 'Topicals']"
352,1610,"['Vape', 'Pre-Rolls', 'Live Resin']"
905,1611,"['Live Resin', 'Live Resin']"
661,1612,"['Live Resin', 'Live Resin', 'Topicals']"
541,1613,['Live Resin']
594,1614,['Topicals']
885,1615,"['Pre-Rolls', 'Live Resin', 'Live Resin', 'Live Resin']"
774,1616,['Jar']
777,1617,['Vape']
925,1618,"['Vape', 'Topicals', 'Vape', 'Jar']"
944,1619,['Vape']
54,1620,"['Jar', 'Edibles']"
106,1621,"['Topicals', 'Edibles', 'Live Resin', 'Flower']"
389,1622,['Pre-Rolls']
667,1623,"['Live Resin', 'Edibles']"
872,1624,"['Flower', 'Pre-Rolls', 'Jar', 'Jar']"
259,1625,['Tinctures']
904,1626,['Jar']
791,1627,"['Topicals', 'Live Resin', 'Pre-Rolls', 'Edibles']"
595,1628,"['Live Resin', 'Tinctures']"
944,1629,['Vape']
741,1630,"['Vape', 'Pre-Rolls', 'Tinctures']"
674,1631,"['Topicals', 'Edibles', 'Jar']"
146,1632,['Edibles']
923,1633,['Topicals']
871,1634,['Live Resin']
670,1635,['Edibles']
524,1636,"['Flower', 'Jar', 'Live Resin', 'Edibles']"
96,1637,"['Vape', 'Flower', 'Live Resin']"
337,1638,"['Edibles', 'Flower', 'Live Resin', 'Topicals']"
2,1639,['Topicals']
205,1640,"['Tinctures', 'Jar']"
963,1641,"['Live Resin', 'Jar', 'Live Resin']"
460,1642,"['Topicals', 'Jar']"
794,1643,['Flower']
48,1644,"['Edibles', 'Edibles', 'Flower']"
118,1645,['Flower']
488,1646,"['Flower', 'Edibles', 'Live Resin', 'Pre-Rolls']"
56,1647,['Vape']
960,1648,['Pre-Rolls']
614,1649,['Vape']
160,1650,"['Topicals', 'Live Resin', 'Vape']"
423,1651,"['Vape', 'Flower']"
646,1652,['Flower']
306,1653,"['Live Resin', 'Pre-Rolls']"
44,1654,"['Topicals', 'Live Resin', 'Pre-Rolls', 'Tinctures']"
457,1655,"['Pre-Rolls', 'Live Resin', 'Topicals', 'Topicals']"
901,1656,"['Pre-Rolls', 'Vape']"
50,1657,"['Topicals', 'Vape', 'Flower', 'Topicals']"
209,1658,['Jar']
32,1659,"['Edibles', 'Pre-Rolls', 'Tinctures']"
526,1660,"['Topicals', 'Flower', 'Pre-Rolls', 'Edibles']"
645,1661,"['Tinctures', 'Live Resin']"
553,1662,"['Live Resin', 'Jar']"
33,1663,"['Live Resin', 'Jar', 'Edibles', 'Jar']"
531,1664,['Pre-Rolls']
656,1665,"['Live Resin', 'Edibles', 'Live Resin']"
920,1666,"['Flower', 'Pre-Rolls', 'Topicals']"
887,1667,"['Edibles', 'Topicals', 'Topicals', 'Flower']"
985,1668,['Tinctures']
880,1669,"['Jar', 'Vape', 'Topicals']"
68,1670,['Pre-Rolls']
466,1671,"['Topicals', 'Topicals', 'Pre-Rolls', 'Flower']"
164,1672,"['Tinctures', 'Vape', 'Topicals', 'Pre-Rolls']"
412,1673,"['Pre-Rolls', 'Vape']"
154,1674,"['Edibles', 'Edibles', 'Edibles', 'Edibles']"
542,1675,['Pre-Rolls']
170,1676,['Topicals']
616,1677,"['Jar', 'Pre-Rolls', 'Tinctures', 'Vape']"
969,1678,['Tinctures']
425,1679,"['Jar', 'Edibles', 'Tinctures']"
564,1680,['Live Resin']
179,1681,"['Topicals', 'Flower']"
667,1682,['Vape']
892,1683,"['Jar', 'Topicals']"
789,1684,"['Pre-Rolls', 'Live Resin']"
304,1685,"['Flower', 'Pre-Rolls']"
853,1686,"['Topicals', 'Vape', 'Live Resin']"
307,1687,['Vape']
863,1688,['Topicals']
540,1689,"['Topicals', 'Topicals', 'Live Resin', 'Topicals']"
335,1690,"['Flower', 'Topicals', 'Vape', 'Tinctures']"
771,1691,"['Edibles', 'Live Resin', 'Topicals', 'Live Resin']"
970,1692,"['Edibles', 'Topicals']"
31,1693,"['Edibles', 'Live Resin', 'Vape', 'Live Resin']"
677,1694,"['Flower', 'Topicals', 'Pre-Rolls']"
872,1695,"['Vape', 'Jar']"
20,1696,"['Jar', 'Live Resin', 'Live Resin', 'Live Resin']"
469,1697,"['Topicals', 'Topicals', 'Pre-Rolls']"
151,1698,"['Live Resin', 'Topicals', 'Edibles']"
529,1699,"['Topicals', 'Flower']"
520,1700,['Vape']
676,1701,"['Jar', 'Flower']"
594,1702,"['Jar', 'Vape', 'Live Resin']"
990,1703,"['Edibles', 'Tinctures', 'Topicals']"
348,1704,"['Tinctures', 'Flower', 'Edibles', 'Vape']"
975,1705,"['Topicals', 'Topicals', 'Live Resin']"
579,1706,"['Jar', 'Pre-Rolls']"
189,1707,"['Edibles', 'Edibles', 'Pre-Rolls', 'Jar']"
657,1708,"['Vape', 'Vape', 'Tinctures', 'Flower']"
663,1709,"['Flower', 'Jar', 'Pre-Rolls', 'Topicals']"
479,1710,['Pre-Rolls']
647,1711,"['Edibles', 'Jar']"
283,1712,['Vape']
91,1713,"['Live Resin', 'Topicals']"
78,1714,"['Tinctures', 'Flower']"
430,1715,"['Live Resin', 'Vape']"
553,1716,"['Edibles', 'Jar', 'Vape', 'Topicals']"
3,1717,"['Live Resin', 'Pre-Rolls', 'Jar']"
434,1718,"['Edibles', 'Edibles']"
960,1719,"['Edibles', 'Tinctures']"
607,1720,['Live Resin']
702,1721,"['Live Resin', 'Flower']"
116,1722,"['Jar', 'Edibles', 'Pre-Rolls', 'Topicals']"
737,1723,"['Pre-Rolls', 'Jar', 'Jar']"
615,1724,"['Pre-Rolls', 'Jar']"
906,1725,"['Topicals', 'Edibles', 'Flower']"
916,1726,"['Vape', 'Pre-Rolls']"
395,1727,"['Edibles', 'Vape']"
880,1728,"['Jar', 'Flower', 'Pre-Rolls', 'Topicals']"
113,1729,"['Topicals', 'Vape', 'Vape', 'Topicals']"
176,1730,"['Flower', 'Pre-Rolls', 'Vape', 'Flower']"
820,1731,"['Edibles', 'Tinctures']"
484,1732,"['Live Resin', 'Edibles']"
416,1733,"['Tinctures', 'Vape']"
402,1734,['Tinctures']
136,1735,"['Jar', 'Jar', 'Topicals', 'Vape']"
16,1736,"['Live Resin', 'Jar', 'Vape', 'Jar']"
571,1737,"['Vape', 'Live Resin', 'Vape']"
34,1738,"['Jar', 'Flower', 'Tinctures', 'Vape']"
544,1739,['Live Resin']
137,1740,"['Tinctures', 'Topicals', 'Live Resin', 'Edibles']"
861,1741,['Jar']
18,1742,"['Tinctures', 'Tinctures']"
246,1743,"['Pre-Rolls', 'Pre-Rolls', 'Live Resin']"
640,1744,"['Pre-Rolls', 'Jar']"
123,1745,"['Tinctures', 'Vape']"
468,1746,"['Live Resin', 'Flower', 'Flower', 'Topicals']"
59,1747,"['Tinctures', 'Pre-Rolls', 'Pre-Rolls']"
651,1748,"['Tinctures', 'Flower', 'Vape', 'Live Resin']"
776,1749,"['Vape', 'Vape']"
824,1750,"['Live Resin', 'Flower', 'Topicals']"
180,1751,"['Topicals', 'Flower']"
945,1752,"['Pre-Rolls', 'Pre-Rolls']"
432,1753,"['Topicals', 'Jar', 'Tinctures']"
200,1754,"['Live Resin', 'Flower', 'Topicals', 'Edibles']"
689,1755,['Jar']
923,1756,"['Edibles', 'Pre-Rolls', 'Jar', 'Topicals']"
904,1757,"['Live Resin', 'Tinctures', 'Jar', 'Pre-Rolls']"
271,1758,"['Flower', 'Topicals', 'Topicals', 'Topicals']"
288,1759,"['Live Resin', 'Tinctures', 'Tinctures', 'Vape']"
276,1760,"['Edibles', 'Vape']"
224,1761,"['Pre-Rolls', 'Pre-Rolls', 'Live Resin']"
334,1762,"['Flower', 'Flower', 'Jar', 'Vape']"
823,1763,"['Topicals', 'Pre-Rolls']"
610,1764,"['Vape', 'Jar', 'Topicals']"
391,1765,['Live Resin']
646,1766,"['Flower', 'Pre-Rolls', 'Tinctures', 'Flower']"
667,1767,['Vape']
189,1768,['Tinctures']
658,1769,"['Flower', 'Edibles']"
260,1770,"['Live Resin', 'Edibles']"
343,1771,"['Vape', 'Tinctures', 'Tinctures', 'Pre-Rolls']"
535,1772,"['Flower', 'Pre-Rolls', 'Edibles', 'Flower']"
697,1773,['Edibles']
842,1774,"['Tinctures', 'Tinctures', 'Live Resin']"
897,1775,"['Tinctures', 'Pre-Rolls', 'Jar']"
497,1776,"['Flower', 'Vape', 'Live Resin', 'Live Resin']"
922,1777,"['Live Resin', 'Edibles']"
7,1778,"['Jar', 'Pre-Rolls', 'Jar']"
84,1779,"['Live Resin', 'Topicals', 'Pre-Rolls']"
183,1780,"['Pre-Rolls', 'Pre-Rolls', 'Pre-Rolls', 'Pre-Rolls']"
12,1781,['Pre-Rolls']
754,1782,"['Tinctures', 'Jar', 'Vape']"
765,1783,['Live Resin']
303,1784,['Topicals']
830,1785,"['Topicals', 'Edibles', 'Tinctures']"
678,1786,"['Vape', 'Pre-Rolls', 'Vape']"
953,1787,"['Vape', 'Flower', 'Live Resin']"
