transaction_id,date,product_id,category,price,quantity,store_ids,total_amount
1040,2024-05-17,118,Edibles,13.04,1,104,13.04
1041,2024-10-22,146,Vape,81.56,10,105,815.60
1042,2024-01-21,110,Edibles,78.10,5,104,390.50
1043,2024-03-30,130,Topicals,87.94,5,103,439.70
1044,2024-08-28,119,Jar,64.35,2,100,128.70
1045,2024-09-22,162,Edibles,36.27,3,104,108.81
1046,2024-11-29,110,Topicals,24.46,9,105,220.14
1047,2024-08-14,142,Live Resin,78.76,4,104,315.04
1048,2024-05-22,106,Jar,95.14,4,104,380.56
1049,2024-04-02,106,Tinctures,46.49,4,104,185.96
1050,2024-10-26,144,Topicals,41.32,8,105,330.56
1051,2024-08-11,118,Vape,24.91,3,100,74.73
1052,2024-11-21,167,Flower,27.02,2,100,54.04
1053,2024-09-08,112,Edibles,40.82,9,104,367.38
1054,2024-02-16,115,Jar,41.62,9,101,374.58
1055,2024-08-28,161,Pre-Rolls,89.35,6,102,536.10
1056,2024-06-27,128,Topicals,84.81,7,99,593.67
1057,2024-07-28,139,Vape,59.00,7,102,413.00
1058,2024-06-19,143,Tinctures,46.92,7,100,328.44
1059,2024-06-13,155,Pre-Rolls,33.02,10,105,330.20
1060,2024-12-09,123,Jar,11.70,6,103,70.20
1061,2024-02-23,101,Live Resin,89.17,5,101,445.85
1062,2024-03-23,147,Live Resin,19.12,2,100,38.24
1063,2024-06-17,144,Vape,44.87,4,101,179.48
1064,2024-07-29,116,Jar,87.74,3,104,263.22
1065,2024-12-21,131,Pre-Rolls,32.95,10,99,329.50
1066,2024-09-10,104,Jar,10.14,8,102,81.12
1067,2024-05-27,161,Flower,38.32,2,100,76.64
1068,2024-12-05,155,Tinctures,89.40,6,105,536.40
1069,2024-07-24,136,Edibles,24.37,1,104,24.37
1070,2024-10-08,168,Vape,14.89,7,105,104.23
1071,2024-01-19,161,Pre-Rolls,53.89,7,104,377.23
1072,2024-08-20,123,Pre-Rolls,33.34,7,102,233.38
1073,2024-02-15,122,Flower,27.06,3,105,81.18
1074,2024-06-10,168,Vape,86.01,7,105,602.07
1075,2024-05-09,143,Live Resin,29.44,8,100,235.52
1076,2024-06-14,140,Vape,80.88,1,99,80.88
1077,2024-02-29,158,Live Resin,17.05,6,105,102.30
1078,2024-07-25,134,Pre-Rolls,95.15,6,104,570.90
1079,2024-09-20,119,Edibles,93.26,2,99,186.52
1080,2024-01-01,107,Jar,93.31,5,103,466.55
1081,2024-12-02,166,Topicals,95.79,4,99,383.16
1082,2024-10-04,118,Flower,49.93,8,101,399.44
1083,2024-08-24,156,Live Resin,39.62,8,102,316.96
1084,2024-07-30,136,Vape,83.08,7,104,581.56
1085,2024-01-28,132,Live Resin,47.10,10,105,471.00
1086,2024-04-06,168,Edibles,14.03,4,102,56.12
1087,2024-09-22,145,Flower,11.63,7,101,81.41
1088,2024-07-04,157,Tinctures,20.04,7,99,140.28
1089,2024-11-14,99,Tinctures,18.83,4,105,75.32
1090,2024-09-12,163,Jar,99.74,5,100,498.70
1091,2024-11-16,147,Vape,19.01,4,99,76.04
1092,2024-08-14,122,Jar,96.98,10,102,969.80
1093,2024-01-27,101,Tinctures,49.89,3,104,149.67
1094,2024-04-14,145,Pre-Rolls,48.85,6,101,293.10
1095,2024-05-16,129,Tinctures,65.19,3,100,195.57
1096,2024-10-08,140,Tinctures,42.33,10,105,423.30
1097,2024-03-08,107,Flower,10.00,6,103,60.00
1098,2024-05-27,167,Pre-Rolls,56.35,10,101,563.50
1099,2024-08-12,148,Pre-Rolls,22.28,7,105,155.96
1100,2024-12-23,123,Flower,82.05,2,99,164.10
1101,2024-09-05,166,Topicals,74.39,2,104,148.78
1102,2024-03-03,162,Topicals,51.06,2,103,102.12
1103,2024-01-15,118,Edibles,43.33,2,101,86.66
1104,2024-11-18,135,Live Resin,85.33,1,100,85.33
1105,2024-11-07,140,Live Resin,67.53,3,99,202.59
1106,2024-05-02,151,Jar,14.17,9,104,127.53
1107,2024-12-29,140,Jar,95.72,7,99,670.04
1108,2024-03-22,113,Pre-Rolls,23.90,8,100,191.20
1109,2024-06-08,111,Pre-Rolls,36.14,2,105,72.28
1110,2024-10-09,165,Jar,87.59,3,102,262.77
1111,2024-01-08,107,Pre-Rolls,53.08,1,100,53.08
1112,2024-10-09,104,Edibles,50.43,1,102,50.43
1113,2024-07-27,115,Vape,48.80,8,104,390.40
1114,2024-02-17,121,Live Resin,19.65,3,99,58.95
1115,2024-04-25,103,Jar,81.37,1,103,81.37
1116,2024-02-28,124,Pre-Rolls,30.45,3,105,91.35
1117,2024-08-24,112,Vape,31.23,5,101,156.15
1118,2024-03-01,161,Vape,86.23,6,104,517.38
1119,2024-11-27,123,Jar,28.92,6,102,173.52
1120,2024-03-19,111,Jar,61.38,10,100,613.80
1121,2024-09-12,103,Topicals,11.92,2,103,23.84
1122,2024-05-29,148,Jar,98.91,1,105,98.91
1123,2024-09-17,161,Topicals,99.63,3,104,298.89
1124,2024-12-27,166,Edibles,17.95,5,102,89.75
1125,2024-05-19,131,Edibles,62.28,6,104,373.68
1126,2024-07-31,105,Edibles,37.86,2,101,75.72
1127,2024-09-04,145,Edibles,62.15,1,102,62.15
1128,2024-08-29,127,Flower,88.05,10,99,880.50
1129,2024-05-04,108,Jar,86.07,2,101,172.14
1130,2024-08-21,100,Edibles,37.91,1,104,37.91
1131,2024-10-09,125,Live Resin,26.46,10,101,264.60
1132,2024-03-15,161,Edibles,63.65,1,105,63.65
1133,2024-07-15,109,Live Resin,66.89,4,102,267.56
1134,2024-04-07,158,Flower,50.48,3,99,151.44
1135,2024-11-02,106,Topicals,11.01,7,101,77.07
1136,2024-09-17,145,Jar,73.06,8,101,584.48
1137,2024-03-10,152,Tinctures,91.12,2,101,182.24
1138,2024-02-05,146,Tinctures,73.00,5,103,365.00
1139,2024-05-21,106,Live Resin,13.71,10,99,137.10
1140,2024-07-31,133,Jar,36.80,5,105,184.00
1141,2024-06-23,166,Edibles,37.88,10,100,378.80
1142,2024-09-16,104,Tinctures,28.80,9,104,259.20
1143,2024-05-16,108,Live Resin,76.35,2,104,152.70
1144,2024-01-02,137,Edibles,40.70,10,99,407.00
1145,2024-05-24,108,Pre-Rolls,30.84,5,101,154.20
1146,2024-06-01,126,Live Resin,68.58,3,99,205.74
1147,2024-10-27,165,Jar,89.09,2,102,178.18
1148,2024-10-23,111,Jar,95.61,8,104,764.88
1149,2024-12-03,111,Flower,78.03,10,101,780.30
1150,2024-09-07,128,Pre-Rolls,73.43,5,99,367.15
1151,2024-03-17,167,Tinctures,33.51,3,99,100.53
1152,2024-08-16,148,Topicals,73.36,9,103,660.24
1153,2024-10-02,123,Topicals,91.51,2,105,183.02
1154,2024-09-04,123,Topicals,19.76,8,104,158.08
1155,2024-06-25,166,Topicals,20.20,10,101,202.00
1156,2024-06-19,130,Jar,93.31,4,101,373.24
1157,2024-10-09,121,Tinctures,13.76,5,102,68.80
1158,2024-10-05,152,Flower,31.95,1,101,31.95
1159,2024-07-12,112,Jar,63.77,7,99,446.39
1160,2024-08-21,144,Flower,54.97,6,103,329.82
1161,2024-06-13,157,Flower,18.78,3,104,56.34
1162,2024-04-06,153,Flower,20.12,8,99,160.96
1163,2024-12-23,112,Vape,51.69,8,103,413.52
1164,2024-05-02,120,Pre-Rolls,97.27,6,104,583.62
1165,2024-10-19,122,Pre-Rolls,85.00,9,102,765.00
1166,2024-07-15,150,Pre-Rolls,10.66,5,103,53.30
1167,2024-04-29,163,Vape,96.63,5,100,483.15
1168,2024-07-29,142,Jar,28.29,7,103,198.03
1169,2024-01-23,119,Tinctures,36.47,7,101,255.29
1170,2024-06-11,167,Jar,58.34,4,102,233.36
1171,2024-08-30,155,Tinctures,38.32,5,103,191.60
1172,2024-12-27,144,Jar,35.92,6,102,215.52
1173,2024-07-14,139,Flower,80.49,4,101,321.96
1174,2024-07-16,140,Jar,31.99,4,105,127.96
1175,2024-12-05,146,Vape,23.10,8,100,184.80
1176,2024-11-29,151,Jar,49.29,3,99,147.87
1177,2024-03-18,154,Vape,83.93,3,102,251.79
1178,2024-09-10,140,Jar,12.07,1,105,12.07
1179,2024-01-19,129,Pre-Rolls,50.09,2,99,100.18
1180,2024-03-05,168,Vape,26.85,1,105,26.85
1181,2024-09-14,126,Jar,96.66,10,100,966.60
1182,2024-10-29,147,Tinctures,65.29,2,99,130.58
1183,2024-06-18,131,Edibles,88.33,3,101,264.99
1184,2024-02-21,145,Vape,97.06,2,100,194.12
1185,2024-08-13,156,Edibles,56.54,8,102,452.32
1186,2024-02-21,156,Jar,63.36,3,100,190.08
1187,2024-09-26,149,Topicals,74.34,3,104,223.02
1188,2024-08-21,99,Vape,35.45,2,99,70.90
1189,2024-01-08,103,Pre-Rolls,81.80,5,99,409.00
1190,2024-03-14,135,Tinctures,93.34,6,103,560.04
1191,2024-07-28,101,Edibles,35.27,6,105,211.62
1192,2024-12-01,165,Edibles,32.61,10,104,326.10
1193,2024-03-20,116,Flower,85.67,4,102,342.68
1194,2024-02-08,137,Jar,59.45,8,99,475.60
1195,2024-08-28,99,Flower,59.07,7,100,413.49
1196,2024-05-15,137,Vape,34.09,7,104,238.63
1197,2024-06-22,127,Flower,12.46,2,104,24.92
1198,2024-11-15,126,Edibles,27.01,9,99,243.09
1199,2024-12-20,139,Jar,72.41,10,100,724.10
1200,2024-07-22,101,Flower,58.99,5,101,294.95
1201,2024-11-28,134,Vape,80.66,4,99,322.64
1202,2024-02-11,164,Live Resin,75.14,8,100,601.12
1203,2024-06-17,118,Pre-Rolls,35.65,1,103,35.65
1204,2024-12-11,111,Vape,68.10,6,100,408.60
1205,2024-09-30,103,Tinctures,80.28,3,105,240.84
1206,2024-07-13,157,Tinctures,33.74,7,104,236.18
1207,2024-06-11,144,Topicals,15.57,4,102,62.28
1208,2024-11-16,118,Tinctures,96.84,6,103,581.04
1209,2024-09-06,116,Tinctures,12.80,2,102,25.60
1210,2024-10-04,132,Jar,80.99,1,102,80.99
1211,2024-01-19,145,Topicals,73.59,1,103,73.59
1212,2024-11-12,130,Flower,91.38,5,103,456.90
1213,2024-02-05,128,Topicals,40.83,7,104,285.81
1214,2024-04-30,131,Edibles,43.82,3,102,131.46
1215,2024-11-19,137,Vape,52.30,8,102,418.40
1216,2024-12-16,110,Flower,29.25,8,99,234.00
1217,2024-05-27,150,Edibles,31.93,7,103,223.51
1218,2024-04-26,126,Edibles,99.45,6,103,596.70
1219,2024-02-16,108,Live Resin,33.02,8,102,264.16
1220,2024-08-10,140,Edibles,75.84,3,100,227.52
1221,2024-02-20,160,Edibles,27.25,6,99,163.50
1222,2024-11-20,121,Vape,90.95,7,100,636.65
1223,2024-12-26,161,Topicals,20.60,6,102,123.60
1224,2024-02-21,111,Topicals,89.81,10,102,898.10
1225,2024-08-15,137,Vape,76.26,3,102,228.78
1226,2024-03-26,103,Edibles,20.76,1,100,20.76
1227,2024-12-21,147,Edibles,53.63,3,99,160.89
1228,2024-06-02,109,Live Resin,20.66,5,105,103.30
1229,2024-01-15,106,Pre-Rolls,56.04,7,103,392.28
1230,2024-01-24,141,Tinctures,14.71,2,105,29.42
1231,2024-06-15,143,Jar,21.38,8,100,171.04
1232,2024-01-29,154,Edibles,39.27,6,100,235.62
1233,2024-05-30,152,Live Resin,79.32,3,102,237.96
1234,2024-07-02,114,Flower,98.52,1,104,98.52
1235,2024-07-10,128,Jar,82.34,3,102,247.02
1236,2024-08-08,100,Edibles,17.97,4,104,71.88
1237,2024-03-15,147,Live Resin,97.02,9,105,873.18
1238,2024-05-05,105,Edibles,18.84,10,99,188.40
1239,2024-09-28,138,Tinctures,46.45,8,102,371.60
1240,2024-07-29,166,Jar,55.27,5,101,276.35
1241,2024-10-16,104,Jar,53.65,4,104,214.60
1242,2024-12-15,139,Pre-Rolls,42.72,3,103,128.16
1243,2024-04-02,168,Live Resin,22.75,7,103,159.25
1244,2024-03-28,118,Vape,75.34,1,103,75.34
1245,2024-03-30,140,Vape,17.04,1,103,17.04
1246,2024-02-10,163,Topicals,42.74,6,102,256.44
1247,2024-11-08,127,Flower,41.75,6,104,250.50
1248,2024-07-14,118,Vape,57.86,10,103,578.60
1249,2024-11-13,105,Flower,57.44,6,102,344.64
1250,2024-12-15,149,Edibles,50.70,6,101,304.20
1251,2024-05-03,156,Pre-Rolls,35.29,1,100,35.29
1252,2024-09-11,163,Pre-Rolls,36.13,2,105,72.26
1253,2024-10-25,110,Live Resin,54.78,8,104,438.24
1254,2024-03-14,127,Flower,80.17,9,100,721.53
1255,2024-04-28,154,Vape,58.94,4,104,235.76
1256,2024-08-24,136,Topicals,27.01,4,104,108.04
1257,2024-11-22,149,Edibles,61.33,3,103,183.99
1258,2024-05-10,117,Tinctures,38.91,6,104,233.46
1259,2024-08-23,115,Flower,49.35,9,104,444.15
1260,2024-05-10,142,Flower,27.08,5,101,135.40
1261,2024-12-07,109,Vape,62.25,9,100,560.25
1262,2024-01-05,159,Tinctures,19.04,7,99,133.28
1263,2024-08-26,105,Pre-Rolls,51.92,9,103,467.28
1264,2024-05-27,150,Edibles,69.95,10,99,699.50
1265,2024-12-12,132,Tinctures,63.20,10,104,632.00
1266,2024-10-06,109,Flower,70.97,10,105,709.70
1267,2024-03-21,150,Pre-Rolls,19.32,4,102,77.28
1268,2024-02-07,163,Vape,95.53,7,101,668.71
1269,2024-08-14,154,Tinctures,53.92,1,101,53.92
1270,2024-06-25,115,Edibles,99.56,8,100,796.48
1271,2024-10-27,116,Vape,23.05,10,99,230.50
1272,2024-06-02,160,Topicals,39.98,9,103,359.82
1273,2024-11-23,124,Topicals,30.73,5,104,153.65
1274,2024-08-05,161,Live Resin,45.37,9,104,408.33
1275,2024-12-19,149,Tinctures,65.91,8,105,527.28
1276,2024-05-08,124,Edibles,94.27,1,103,94.27
1277,2024-08-21,166,Pre-Rolls,15.52,5,104,77.60
1278,2024-06-03,130,Topicals,24.14,6,101,144.84
1279,2024-04-11,130,Live Resin,87.26,1,100,87.26
1280,2024-07-15,108,Live Resin,66.42,7,100,464.94
1281,2024-09-04,133,Jar,38.66,10,99,386.60
1282,2024-02-24,154,Jar,22.38,2,100,44.76
1283,2024-05-01,140,Tinctures,58.67,8,99,469.36
1284,2024-07-14,110,Topicals,69.38,7,100,485.66
1285,2024-10-19,113,Vape,48.18,8,99,385.44
1286,2024-07-02,151,Tinctures,45.02,10,103,450.20
1287,2024-10-21,153,Topicals,72.23,10,99,722.30
1288,2024-05-31,145,Jar,11.72,4,101,46.88
1289,2024-12-24,143,Edibles,66.35,6,105,398.10
1290,2024-05-31,123,Topicals,18.57,10,99,185.70
1291,2024-01-12,140,Vape,86.93,4,105,347.72
1292,2024-12-03,143,Tinctures,11.58,8,101,92.64
1293,2024-07-21,102,Live Resin,30.90,5,102,154.50
1294,2024-05-20,138,Jar,66.26,5,105,331.30
1295,2024-01-05,120,Live Resin,48.02,1,102,48.02
1296,2024-10-16,143,Jar,66.32,4,101,265.28
1297,2024-12-17,155,Topicals,32.80,10,101,328.00
1298,2024-01-26,117,Pre-Rolls,41.29,5,103,206.45
1299,2024-11-06,155,Edibles,21.65,7,104,151.55
1300,2024-09-11,104,Jar,11.66,5,102,58.30
1301,2024-05-26,128,Jar,64.19,1,105,64.19
1302,2024-04-27,124,Tinctures,96.17,9,101,865.53
1303,2024-11-06,146,Pre-Rolls,46.79,4,102,187.16
1304,2024-06-29,118,Pre-Rolls,95.77,1,99,95.77
1305,2024-04-22,109,Edibles,68.58,4,104,274.32
1306,2024-11-21,113,Live Resin,73.39,8,99,587.12
1307,2024-04-07,105,Vape,82.76,4,99,331.04
1308,2024-11-13,130,Flower,37.06,7,100,259.42
1309,2024-05-08,117,Topicals,24.10,1,102,24.10
1310,2024-12-13,135,Jar,15.87,7,103,111.09
1311,2024-12-03,100,Topicals,65.76,1,102,65.76
1312,2024-12-14,142,Pre-Rolls,85.96,2,102,171.92
1313,2024-03-11,113,Jar,71.31,5,101,356.55
1314,2024-11-17,138,Flower,15.47,9,101,139.23
1315,2024-02-19,156,Edibles,84.60,9,103,761.40
1316,2024-11-17,159,Vape,94.38,7,104,660.66
1317,2024-11-26,101,Pre-Rolls,45.98,1,105,45.98
1318,2024-01-21,141,Jar,83.27,9,102,749.43
1319,2024-06-07,125,Vape,13.84,5,102,69.20
1320,2024-08-13,167,Pre-Rolls,32.89,10,102,328.90
1321,2024-01-18,126,Tinctures,64.52,1,101,64.52
1322,2024-10-23,125,Edibles,94.74,8,103,757.92
1323,2024-07-05,168,Tinctures,98.28,10,102,982.80
1324,2024-03-08,165,Pre-Rolls,14.50,4,103,58.00
1325,2024-02-16,132,Pre-Rolls,21.52,9,102,193.68
1326,2024-05-31,160,Vape,41.59,9,101,374.31
1327,2024-06-16,117,Pre-Rolls,61.11,5,99,305.55
1328,2024-07-31,101,Edibles,25.99,2,102,51.98
1329,2024-03-30,147,Flower,39.12,4,105,156.48
1330,2024-04-12,166,Pre-Rolls,98.39,7,100,688.73
1331,2024-03-08,104,Flower,90.92,9,102,818.28
1332,2024-10-03,131,Pre-Rolls,64.98,6,101,389.88
1333,2024-07-06,120,Tinctures,62.77,3,102,188.31
1334,2024-09-28,106,Live Resin,12.12,9,104,109.08
1335,2024-09-13,135,Pre-Rolls,17.19,4,99,68.76
1336,2024-05-19,124,Tinctures,51.33,1,101,51.33
1337,2024-03-25,133,Edibles,39.43,7,105,276.01
1338,2024-05-11,105,Jar,46.65,2,101,93.30
1339,2024-09-03,158,Topicals,82.39,6,99,494.34
1340,2024-05-31,100,Tinctures,39.58,4,99,158.32
1341,2024-06-22,107,Tinctures,34.72,8,102,277.76
1342,2024-02-28,148,Edibles,82.22,1,100,82.22
1343,2024-08-27,133,Topicals,46.70,2,101,93.40
1344,2024-02-08,145,Edibles,68.42,3,101,205.26
1345,2024-03-13,112,Jar,66.00,5,104,330.00
1346,2024-04-25,101,Jar,51.15,3,100,153.45
1347,2024-12-12,136,Pre-Rolls,38.80,5,102,194.00
1348,2024-12-11,148,Pre-Rolls,94.50,5,100,472.50
1349,2024-07-22,128,Tinctures,74.46,7,99,521.22
1350,2024-10-12,147,Tinctures,86.17,3,103,258.51
1351,2024-07-06,164,Flower,23.26,7,104,162.82
1352,2024-02-16,111,Live Resin,92.48,4,102,369.92
1353,2024-07-21,139,Live Resin,97.20,3,101,291.60
1354,2024-01-08,161,Flower,30.81,6,103,184.86
1355,2024-05-15,167,Topicals,19.04,2,102,38.08
1356,2024-10-01,110,Jar,59.75,5,103,298.75
1357,2024-03-04,122,Edibles,91.18,5,100,455.90
1358,2024-08-20,124,Edibles,22.98,9,102,206.82
1359,2024-07-07,163,Live Resin,15.93,9,102,143.37
1360,2024-12-10,157,Vape,44.93,2,99,89.86
1361,2024-12-10,101,Pre-Rolls,90.67,2,99,181.34
1362,2024-05-14,104,Jar,81.98,3,104,245.94
1363,2024-10-26,130,Tinctures,57.81,2,103,115.62
1364,2024-07-14,166,Flower,24.68,1,104,24.68
1365,2024-11-22,138,Topicals,87.82,4,101,351.28
1366,2024-07-09,141,Flower,10.88,2,100,21.76
1367,2024-02-25,161,Flower,67.02,5,103,335.10
1368,2024-12-11,149,Live Resin,57.54,3,104,172.62
1369,2024-04-29,119,Topicals,28.71,2,102,57.42
1370,2024-08-29,101,Vape,65.06,8,100,520.48
1371,2024-01-13,143,Jar,25.65,6,101,153.90
1372,2024-11-13,144,Flower,93.50,2,100,187.00
1373,2024-10-14,144,Flower,67.19,9,99,604.71
1374,2024-06-16,137,Pre-Rolls,75.92,9,104,683.28
1375,2024-11-08,129,Flower,69.51,8,101,556.08
1376,2024-04-23,163,Edibles,19.11,9,103,171.99
1377,2024-11-27,134,Live Resin,67.96,2,102,135.92
1378,2024-02-02,106,Edibles,28.25,8,104,226.00
1379,2024-11-21,131,Jar,62.11,10,99,621.10
1380,2024-08-25,148,Topicals,73.71,5,100,368.55
1381,2024-12-24,102,Topicals,37.00,2,101,74.00
1382,2024-06-03,134,Pre-Rolls,88.12,6,101,528.72
1383,2024-11-28,127,Pre-Rolls,63.77,2,99,127.54
1384,2024-07-28,118,Jar,40.02,6,100,240.12
1385,2024-02-29,142,Edibles,96.84,3,103,290.52
1386,2024-03-12,149,Pre-Rolls,88.20,7,100,617.40
1387,2024-01-24,116,Live Resin,52.78,4,102,211.12
1388,2024-01-20,110,Flower,53.99,9,102,485.91
1389,2024-06-04,147,Jar,11.20,5,104,56.00
1390,2024-09-09,165,Topicals,66.59,1,100,66.59
1391,2024-02-29,128,Live Resin,59.38,10,102,593.80
1392,2024-02-19,152,Live Resin,72.58,2,101,145.16
1393,2024-04-30,129,Edibles,90.03,2,100,180.06
1394,2024-10-02,118,Pre-Rolls,67.12,3,99,201.36
1395,2024-03-10,153,Edibles,87.96,3,105,263.88
1396,2024-07-17,138,Flower,55.52,6,101,333.12
1397,2024-08-20,141,Tinctures,77.94,3,103,233.82
1398,2024-07-08,156,Flower,35.23,9,101,317.07
1399,2024-12-09,168,Flower,17.99,9,103,161.91
1400,2024-12-22,115,Vape,98.59,4,103,394.36
1401,2024-10-03,125,Edibles,29.55,8,105,236.40
1402,2024-08-02,116,Pre-Rolls,83.36,6,103,500.16
1403,2024-10-27,168,Jar,83.04,1,105,83.04
1404,2024-03-20,124,Tinctures,61.60,6,103,369.60
1405,2024-07-31,116,Vape,15.43,7,105,108.01
1406,2024-12-01,138,Edibles,82.50,7,101,577.50
1407,2024-02-20,166,Tinctures,31.71,2,103,63.42
1408,2024-09-07,116,Pre-Rolls,21.60,9,102,194.40
1409,2024-11-11,154,Flower,44.97,7,101,314.79
1410,2024-07-27,117,Flower,47.80,4,101,191.20
1411,2024-05-23,119,Topicals,50.35,3,102,151.05
1412,2024-01-17,139,Flower,49.76,4,104,199.04
1413,2024-12-19,107,Edibles,67.85,10,102,678.50
1414,2024-07-08,167,Flower,73.65,8,100,589.20
1415,2024-04-21,114,Topicals,92.37,10,101,923.70
1416,2024-08-15,122,Edibles,33.30,2,101,66.60
1417,2024-08-15,139,Topicals,68.08,4,105,272.32
1418,2024-04-30,117,Pre-Rolls,14.62,8,101,116.96
1419,2024-07-04,102,Jar,16.78,9,105,151.02
1420,2024-02-20,139,Topicals,58.39,8,101,467.12
1421,2024-12-17,151,Vape,15.47,7,104,108.29
1422,2024-07-07,151,Vape,58.37,6,100,350.22
1423,2024-10-05,137,Live Resin,48.48,6,101,290.88
1424,2024-11-26,155,Edibles,16.27,4,104,65.08
1425,2024-07-02,134,Vape,43.11,1,101,43.11
1426,2024-02-01,118,Pre-Rolls,20.80,1,105,20.80
1427,2024-07-22,123,Vape,66.86,8,99,534.88
1428,2024-05-21,112,Jar,37.12,4,105,148.48
1429,2024-04-07,115,Live Resin,46.41,1,101,46.41
1430,2024-03-03,122,Edibles,28.62,10,103,286.20
1431,2024-08-20,102,Tinctures,44.68,6,99,268.08
1432,2024-02-16,133,Live Resin,82.22,1,102,82.22
1433,2024-12-05,128,Live Resin,85.91,6,103,515.46
1434,2024-04-18,128,Topicals,48.84,6,103,293.04
1435,2024-11-24,128,Pre-Rolls,45.43,7,103,318.01
1436,2024-11-23,102,Live Resin,26.45,1,100,26.45
1437,2024-11-01,144,Tinctures,58.33,6,105,349.98
1438,2024-01-11,109,Edibles,63.74,8,103,509.92
1439,2024-01-26,160,Topicals,35.79,2,100,71.58
1440,2024-06-19,116,Topicals,13.30,3,105,39.90
1441,2024-05-04,163,Edibles,41.22,2,104,82.44
1442,2024-03-05,159,Pre-Rolls,88.06,10,105,880.60
1443,2024-10-16,146,Tinctures,48.48,9,101,436.32
1444,2024-04-15,122,Tinctures,34.86,9,101,313.74
1445,2024-02-05,148,Edibles,46.14,2,103,92.28
1446,2024-10-10,161,Edibles,68.10,10,102,681.00
1447,2024-04-16,159,Live Resin,22.32,3,101,66.96
1448,2024-10-27,116,Flower,51.52,8,100,412.16
1449,2024-04-20,119,Tinctures,44.67,8,103,357.36
1450,2024-04-29,123,Flower,16.93,9,101,152.37
1451,2024-06-17,127,Tinctures,23.80,9,102,214.20
1452,2024-03-16,103,Live Resin,36.94,6,101,221.64
1453,2024-11-01,151,Jar,23.74,2,99,47.48
1454,2024-01-02,100,Tinctures,41.06,10,103,410.60
1455,2024-05-21,133,Live Resin,78.66,1,105,78.66
1456,2024-03-15,151,Edibles,16.04,6,104,96.24
1457,2024-03-07,127,Pre-Rolls,16.30,4,105,65.20
1458,2024-10-03,124,Tinctures,49.10,5,104,245.50
1459,2024-05-08,125,Pre-Rolls,33.93,9,104,305.37
1460,2024-03-30,107,Topicals,92.68,7,103,648.76
1461,2024-02-26,121,Live Resin,66.43,5,100,332.15
1462,2024-12-04,155,Vape,47.71,1,100,47.71
1463,2024-01-14,161,Edibles,26.23,2,100,52.46
1464,2024-03-08,140,Vape,54.46,1,99,54.46
1465,2024-01-08,157,Tinctures,84.75,5,103,423.75
1466,2024-07-02,130,Pre-Rolls,91.34,3,101,274.02
1467,2024-05-01,153,Jar,70.92,5,103,354.60
1468,2024-10-28,150,Live Resin,43.70,7,102,305.90
1469,2024-06-14,104,Tinctures,53.22,3,100,159.66
1470,2024-01-09,147,Jar,87.83,5,103,439.15
1471,2024-03-30,139,Tinctures,51.48,6,104,308.88
1472,2024-05-15,149,Edibles,15.79,7,102,110.53
1473,2024-01-27,167,Topicals,76.95,2,104,153.90
1474,2024-03-05,166,Jar,63.15,9,100,568.35
1475,2024-08-03,103,Vape,40.10,6,103,240.60
1476,2024-09-26,165,Topicals,35.18,2,104,70.36
1477,2024-02-28,112,Edibles,49.97,8,105,399.76
1478,2024-02-02,156,Vape,96.97,5,103,484.85
1479,2024-08-31,157,Live Resin,19.18,5,104,95.90
1480,2024-08-17,104,Edibles,35.22,7,105,246.54
1481,2024-07-04,130,Edibles,43.66,1,103,43.66
1482,2024-09-19,165,Tinctures,14.83,1,103,14.83
1483,2024-10-30,167,Flower,14.21,5,105,71.05
1484,2024-02-25,149,Live Resin,18.27,6,101,109.62
1485,2024-08-19,104,Vape,28.62,3,99,85.86
1486,2024-09-14,148,Topicals,82.00,2,100,164.00
1487,2024-04-23,165,Flower,10.21,3,100,30.63
1488,2024-11-10,105,Live Resin,68.18,9,99,613.62
1489,2024-01-23,123,Live Resin,79.23,10,99,792.30
1490,2024-12-03,136,Pre-Rolls,55.60,10,105,556.00
1491,2024-09-23,155,Topicals,68.19,2,103,136.38
1492,2024-06-03,149,Edibles,78.82,6,102,472.92
1493,2024-08-22,137,Edibles,90.84,2,100,181.68
1494,2024-11-25,135,Pre-Rolls,56.73,2,99,113.46
1495,2024-01-16,158,Jar,29.00,5,104,145.00
1496,2024-02-01,120,Tinctures,76.55,6,100,459.30
1497,2024-09-02,153,Vape,44.78,6,99,268.68
1498,2024-07-24,136,Jar,62.64,2,105,125.28
1499,2024-08-06,105,Jar,24.42,3,102,73.26
1500,2024-12-17,165,Pre-Rolls,28.29,10,105,282.90
1501,2024-02-25,117,Flower,77.22,4,99,308.88
1502,2024-09-08,158,Live Resin,30.76,10,102,307.60
1503,2024-12-30,156,Topicals,93.33,2,101,186.66
1504,2024-08-15,110,Pre-Rolls,69.40,4,101,277.60
1505,2024-02-07,163,Edibles,98.17,1,105,98.17
1506,2024-02-11,113,Flower,51.02,5,103,255.10
1507,2024-06-13,122,Jar,79.84,5,101,399.20
1508,2024-11-07,168,Jar,58.99,9,100,530.91
1509,2024-03-16,116,Tinctures,27.51,9,101,247.59
1510,2024-02-03,149,Topicals,51.27,2,104,102.54
1511,2024-03-05,151,Tinctures,49.85,9,104,448.65
1512,2024-05-20,140,Jar,86.10,10,105,861.00
1513,2024-11-15,156,Vape,57.59,9,102,518.31
1514,2024-11-20,102,Topicals,37.67,5,101,188.35
